sampleID	taxon_oid	Domain	Sequencing Status	Ecosystem	Study Name	Genome Name / Sample Name	Sequencing Center	Add Date	Assembly Method	Has Coverage	Release Date	Sequencing Method	Genome Size   * assembled	Gene Count   * assembled	GC   * assembled	KO %   * assembled	richness_KO	Hypothesis	Analysis	Latitude	Longitude	Contact Email	Contact Name	JGI Data Utilization Status	JGI Data Utilization Status_GOLD_07Apr2022	PermissionNotes
X3300032257	3300032257	*Microbiome	Permanent Draft	Ocean	Sediment chemolithoautotrophic microbial communities from various locations	"Microbial mat bacterial communities from mineral coupon in-situ incubated in ocean water Damariscotta River, Maine, United States - 3-month pyrite"	DOE Joint Genome Institute (JGI)	12/26/18	spades v. 3.13.0	Yes	2/24/19	Illumina NovaSeq	854799189	1601779	47.15	41.88	6314	Me	Both	43.8603	-69.5781	demerson@bigelow.org; jbeam@bigelow.org	David Emerson; Jake Beam	Unrestricted	Unrestricted	Unrestricted
X3300032255	3300032255	*Microbiome	Permanent Draft	Ocean	Sediment chemolithoautotrophic microbial communities from various locations	"Microbial mat bacterial communities from mineral coupon in-situ incubated in ocean water Damariscotta River, Maine, United States - 6-month chalcopyrite"	DOE Joint Genome Institute (JGI)	12/26/18	spades v. 3.13.0	Yes	2/24/19	Illumina NovaSeq	461360152	765047	48.64	40.51	6263	Me	Both	43.8603	-69.5781	demerson@bigelow.org; jbeam@bigelow.org	David Emerson; Jake Beam	Unrestricted	Unrestricted	Unrestricted
X3300032253	3300032253	*Microbiome	Permanent Draft	Ocean	Sediment chemolithoautotrophic microbial communities from various locations	"Microbial mat bacterial communities from mineral coupon in-situ incubated in ocean water Damariscotta River, Maine, United States - 6-month pyrite"	DOE Joint Genome Institute (JGI)	12/26/18	spades v. 3.13.0	Yes	2/24/19	Illumina NovaSeq	384188825	674961	45.07	43.23	5378	Me	Both	43.8603	-69.5781	demerson@bigelow.org; jbeam@bigelow.org	David Emerson; Jake Beam	Unrestricted	Unrestricted	Unrestricted
X3300032274	3300032274	*Microbiome	Permanent Draft	Ocean	Sediment chemolithoautotrophic microbial communities from various locations	"Microbial mat bacterial communities from mineral coupon in-situ incubated in ocean water Damariscotta River, Maine, United States - 6-month pyrrhotite 1"	DOE Joint Genome Institute (JGI)	12/27/18	spades v. 3.13.0	Yes	2/25/19	Illumina NovaSeq	554491049	1214121	51.55	37.63	6612	Me	Both	43.8603	-69.5781	demerson@bigelow.org; jbeam@bigelow.org	David Emerson; Jake Beam	Unrestricted	Unrestricted	Unrestricted
X3300032277	3300032277	*Microbiome	Permanent Draft	Ocean	Sediment chemolithoautotrophic microbial communities from various locations	"Microbial mat bacterial communities from mineral coupon in-situ incubated in ocean water Damariscotta River, Maine, United States - 3-month pyrrhotite"	DOE Joint Genome Institute (JGI)	1/4/19	spades v. 3.13.0	Yes	3/5/19	Illumina NovaSeq	1355190673	3163375	51.72	36.11	8527	Me	Both	43.8603	-69.5781	demerson@bigelow.org; jbeam@bigelow.org	David Emerson; Jake Beam	Unrestricted	Unrestricted	Unrestricted
X3300032212	3300032212	*Microbiome	Permanent Draft	Ocean	Sediment chemolithoautotrophic microbial communities from various locations	"Microbial mat bacterial communities from mineral coupon in-situ incubated in ocean water Damariscotta River, Maine, United States - 6-week pyrite"	DOE Joint Genome Institute (JGI)	1/4/19	spades v. 3.13.0	Yes	3/5/19	Illumina NovaSeq	915739118	1729565	46.17	43.41	6556	Me	Both	43.8603	-69.5781	demerson@bigelow.org; jbeam@bigelow.org	David Emerson; Jake Beam	Unrestricted	Unrestricted	Unrestricted
X3300032373	3300032373	*Microbiome	Permanent Draft	Ocean	Sediment chemolithoautotrophic microbial communities from various locations	"Microbial mat bacterial communities from mineral coupon in-situ incubated in ocean water Damariscotta River, Maine, United States - 6-month pyrrhotite 2"	DOE Joint Genome Institute (JGI)	1/8/19	spades v. 3.13.0	Yes	3/12/19	Illumina NovaSeq	3044431105	6368169	50.52	41.41	10082	Me	Both	43.8603	-69.5781	demerson@bigelow.org; jbeam@bigelow.org	David Emerson; Jake Beam	Unrestricted	Unrestricted	Unrestricted
X2140918005	2140918005	*Microbiome	Permanent Draft	Ocean	"Coastal water and sediment microbial communities from Arctic Ocean, off the coast from Alaska"	"Marine sediment microbial communities from Arctic Ocean, off the coast from Alaska - sample from high methane PC12-225-485cm"	DOE Joint Genome Institute (JGI)	3/29/11	Newbler v. 2.5	No	1/22/22		310086717	674403	45.11	19.95	5192	Me	Both	74.0678	-145.54687	"kirchman@cms.udel.edu, kirchman@udel.edu"	David Kirchman	Unrestricted	Unrestricted	Unrestricted
X2088090012	2088090012	*Microbiome	Permanent Draft	Ocean	"Coastal water and sediment microbial communities from Arctic Ocean, off the coast from Alaska"	"Marine sediment microbial communities from Arctic Ocean, off the coast from Alaska - sample from high methane PC12-236-260cm"	DOE Joint Genome Institute (JGI)	12/15/10	Newbler v. 2.5	No	1/22/22		191647483	350243	45.62	22.37	4378	Me	Both	74.0678	-145.54687	"kirchman@cms.udel.edu, kirchman@udel.edu"	David Kirchman	Unrestricted	Unrestricted	Unrestricted
X2100351012	2100351012	*Microbiome	Permanent Draft	Ocean	"Coastal water and sediment microbial communities from Arctic Ocean, off the coast from Alaska"	"Marine sediment microbial communities from Arctic Ocean, off the coast from Alaska - sample from low methane PC12-244-90cm"	DOE Joint Genome Institute (JGI)	1/2/11	Newbler v. 2.5	No	1/22/22		339945372	823046	47.61	21.67	5080	Me	Both	74.0678	-145.54687	"kirchman@cms.udel.edu, kirchman@udel.edu"	David Kirchman	Unrestricted	Unrestricted	Unrestricted
X2100351001	2100351001	*Microbiome	Permanent Draft	Ocean	"Coastal water and sediment microbial communities from Arctic Ocean, off the coast from Alaska"	"Marine sediment microbial communities from Arctic Ocean, off the coast from Alaska - sample from low methane PC12-247-20cm"	DOE Joint Genome Institute (JGI)	1/2/11	Newbler v. 2.5	No	1/22/22		312796620	789043	52.56	25.64	4959	Me	Both	74.0678	-145.54687	"kirchman@cms.udel.edu, kirchman@udel.edu"	David Kirchman	Unrestricted	Unrestricted	Unrestricted
X2100351011	2100351011	*Microbiome	Permanent Draft	Ocean	"Coastal water and sediment microbial communities from Arctic Ocean, off the coast from Alaska"	"Marine sediment microbial communities from Arctic Ocean, off the coast from Alaska - sample from medium methane PC12-240-170cm"	DOE Joint Genome Institute (JGI)	1/2/11	Newbler v. 2.5	No	1/22/22		386166283	1071024	44.87	15.28	5460	Me	Both	74.0678	-145.54687	"kirchman@cms.udel.edu, kirchman@udel.edu"	David Kirchman	Unrestricted	Unrestricted	Unrestricted
X3300004781	3300004781	*Microbiome	Permanent Draft	Wetland (freshwater)	"Wetland sediment microbial communities from St. Louis River estuary, Michigan under dissolved organic matter induced mercury methylation"	"Wetland sediment microbial communities from St. Louis River estuary, USA, under dissolved organic matter induced mercury methylation - T0Bare2Fresh"	DOE Joint Genome Institute (JGI)	5/4/15	megahit v. megahit: MEGAHIT v0.2.0	Yes	11/23/15	Illumina HiSeq 2500-1TB	847854160	2733870	62.37782	45.49	6353	"H2, Ac"	Both	46.6972164	-92.3279105	"diana.nemergut@duke.edu, diana.nemergut@duke.edu.deleted"	Diana Nemergut	Unrestricted	Unrestricted	Unrestricted
X3300004780	3300004780	*Microbiome	Permanent Draft	Wetland (freshwater)	"Wetland sediment microbial communities from St. Louis River estuary, Michigan under dissolved organic matter induced mercury methylation"	"Wetland sediment microbial communities from St. Louis River estuary, USA, under dissolved organic matter induced mercury methylation - T0Bare1Fresh"	DOE Joint Genome Institute (JGI)	4/27/15	megahit v. megahit: MEGAHIT v0.2.0	Yes	1/7/16	Illumina HiSeq 2500-1TB	850144463	2694550	61.1966	45.34	6395	"H2, Ac"	Both	46.6972164	-92.3279105	"diana.nemergut@duke.edu, diana.nemergut@duke.edu.deleted"	Diana Nemergut	Unrestricted	Unrestricted	Unrestricted
X3300004779	3300004779	*Microbiome	Permanent Draft	Wetland (freshwater)	"Wetland sediment microbial communities from St. Louis River estuary, Michigan under dissolved organic matter induced mercury methylation"	"Wetland sediment microbial communities from St. Louis River estuary, USA, under dissolved organic matter induced mercury methylation - T0Bare3Fresh"	DOE Joint Genome Institute (JGI)	4/27/15	megahit v. megahit: MEGAHIT v0.2.0	Yes	1/7/16	Illumina HiSeq 2500-1TB	1397414514	4037768	62.08433	43.88	6453	"H2, Ac"	Both	46.6972164	-92.3279105	"diana.nemergut@duke.edu, diana.nemergut@duke.edu.deleted"	Diana Nemergut	Unrestricted	Unrestricted	Unrestricted
X3300004808	3300004808	*Microbiome	Permanent Draft	Wetland (freshwater)	"Wetland sediment microbial communities from St. Louis River estuary, Michigan under dissolved organic matter induced mercury methylation"	"Wetland sediment microbial communities from St. Louis River estuary, USA, under dissolved organic matter induced mercury methylation - T4Bare1Fresh"	DOE Joint Genome Institute (JGI)	4/29/15	megahit v. megahit: MEGAHIT v0.2.0	Yes	1/7/16	Illumina HiSeq 2500-1TB	1293128678	3928941	58.98385	45.28	6714	"H2, Ac"	Both	46.6972164	-92.3279105	"diana.nemergut@duke.edu, diana.nemergut@duke.edu.deleted"	Diana Nemergut	Unrestricted	Unrestricted	Unrestricted
X3300004782	3300004782	*Microbiome	Permanent Draft	Wetland (freshwater)	"Wetland sediment microbial communities from St. Louis River estuary, Michigan under dissolved organic matter induced mercury methylation"	"Wetland sediment microbial communities from St. Louis River estuary, USA, under dissolved organic matter induced mercury methylation - T4Bare2Fresh"	DOE Joint Genome Institute (JGI)	4/28/15	megahit v. megahit: MEGAHIT v0.2.0	Yes	1/7/16	Illumina HiSeq 2500-1TB	1686840465	4855442	60.24015	43.94	6744	"H2, Ac"	Both	46.6972164	-92.3279105	"diana.nemergut@duke.edu, diana.nemergut@duke.edu.deleted"	Diana Nemergut	Unrestricted	Unrestricted	Unrestricted
X3300004778	3300004778	*Microbiome	Permanent Draft	Wetland (freshwater)	"Wetland sediment microbial communities from St. Louis River estuary, Michigan under dissolved organic matter induced mercury methylation"	"Wetland sediment microbial communities from St. Louis River estuary, USA, under dissolved organic matter induced mercury methylation - T4Bare3Fresh"	DOE Joint Genome Institute (JGI)	4/27/15	megahit v. megahit: MEGAHIT v0.2.0	Yes	1/7/16	Illumina HiSeq 2500-1TB	1664908361	4627704	61.11945	44.28	6768	"H2, Ac"	Both	46.6972164	-92.3279105	"diana.nemergut@duke.edu, diana.nemergut@duke.edu.deleted"	Diana Nemergut	Unrestricted	Unrestricted	Unrestricted
X3300009150	3300009150	*Microbiome	Permanent Draft	Ocean	Deep subsurface microbial communities from various oceans to uncover new lineages of life (NeLLi)	Deep subsurface microbial communities from South Atlantic Ocean to uncover new lineages of life (NeLLi) - Benguela_00093 metaG	DOE Joint Genome Institute (JGI)	6/3/16	MEGAHIT v. MEGAHIT v1.0.3	Yes	11/30/16	Illumina HiSeq 2500-1TB	1995557452	4084542	46.57765	36.11	6729	Me	Both	-27.74	14.251	eaeloefadrosh@lbl.gov	Emiley Eloe-Fadrosh	Unrestricted	Unrestricted	Unrestricted
X3300009488	3300009488	*Microbiome	Permanent Draft	Ocean	Deep subsurface microbial communities from various oceans to uncover new lineages of life (NeLLi)	Deep subsurface microbial communities from Indian Ocean to uncover new lineages of life (NeLLi) - Sumatra_00607 metaG	DOE Joint Genome Institute (JGI)	6/9/16	MEGAHIT v. MEGAHIT v1.0.3	Yes	12/6/16	Illumina HiSeq 2500-1TB	1943907176	4189232	44.14011	25.06	7336	Me	Both	1.759	96.774	eaeloefadrosh@lbl.gov	Emiley Eloe-Fadrosh	Unrestricted	Unrestricted	Unrestricted
X3300009528	3300009528	*Microbiome	Permanent Draft	Ocean	Deep subsurface microbial communities from various oceans to uncover new lineages of life (NeLLi)	Deep subsurface microbial communities from South Pacific Ocean to uncover new lineages of life (NeLLi) - Chile_00310 metaG	DOE Joint Genome Institute (JGI)	6/12/16	MEGAHIT v. MEGAHIT v1.0.3	Yes	12/9/16	Illumina HiSeq 2500-1TB	1716190993	3503067	45.44442	37.02	6535	Me	Both	-44.283	-75.865	eaeloefadrosh@lbl.gov	Emiley Eloe-Fadrosh	Unrestricted	Unrestricted	Unrestricted
X3300009788	3300009788	*Microbiome	Permanent Draft	Ocean	Deep subsurface microbial communities from various oceans to uncover new lineages of life (NeLLi)	Deep subsurface microbial communities from Indian Ocean to uncover new lineages of life (NeLLi) - Sumatra_00157 metaG	DOE Joint Genome Institute (JGI)	6/24/16	MEGAHIT v. MEGAHIT v1.0.3	Yes	12/21/16	Illumina HiSeq 2500-1TB	2275415232	4801977	45.86028	27.44	7669	Me	Both	1.759	96.774	eaeloefadrosh@lbl.gov	Emiley Eloe-Fadrosh	Unrestricted	Unrestricted	Unrestricted
X3300026522	3300026522	*Microbiome	Permanent Draft	Cow gut	"Rumen microbial communities from sheep, dairy cows and beef cattle from various locations"	"Bovine rumen microbial communities from Lethbridge, Alberta, Canada - RJG_03"	DOE Joint Genome Institute (JGI)	4/19/18	spades v. 3.11.1	Yes	6/18/18	Illumina HiSeq 2500-1TB	539890075	762433	49.65	38.94	5052	H2	Both	49.6935	-112.8418	graeme.attwood@agresearch.co.nz	Graeme Attwood	Unrestricted	Unrestricted	Unrestricted
X3300026549	3300026549	*Microbiome	Permanent Draft	Cow gut	"Rumen microbial communities from sheep, dairy cows and beef cattle from various locations"	"Bovine rumen microbial communities from Lethbridge, Alberta, Canada - RJG_01"	DOE Joint Genome Institute (JGI)	4/20/18	spades v. 3.11.1	Yes	6/19/18	Illumina HiSeq 2500-1TB	1135002002	1682150	46.17	36.01	6278	H2	Both	49.6935	-112.8418	graeme.attwood@agresearch.co.nz	Graeme Attwood	Unrestricted	Unrestricted	Unrestricted
X3300028048	3300028048	*Microbiome	Permanent Draft	Cow gut	"Rumen microbial communities from sheep, dairy cows and beef cattle from various locations"	"Bovine rumen microbial communities from Lethbridge, Alberta, Canada - RJG_02"	DOE Joint Genome Institute (JGI)	5/18/18	spades v. 3.11.1	Yes	7/17/18	Illumina HiSeq 2500-1TB	1571803452	2412511	41.96	31.16	6950	H2	Both	49.6935	-112.8418	graeme.attwood@agresearch.co.nz	Graeme Attwood	Unrestricted	Unrestricted	Unrestricted
X3300028591	3300028591	*Microbiome	Permanent Draft	Sheep gut	"Rumen microbial communities from sheep, dairy cows and beef cattle from various locations"	"Sheep rumen microbial communities from Palmerston North, Manawatu-Wanganui, New Zealand - 1770 DNA GHGhigh gp2"	DOE Joint Genome Institute (JGI)	7/19/18	spades v. 3.11.1	Yes	9/17/18	Illumina HiSeq 2500-1TB	3866467842	7579643	40.62	30.06	7979	H2	Both	-40.3794	175.6106	graeme.attwood@agresearch.co.nz	Graeme Attwood	Unrestricted	Unrestricted	Unrestricted
X3300028797	3300028797	*Microbiome	Permanent Draft	Cow gut	"Rumen microbial communities from sheep, dairy cows and beef cattle from various locations"	"Bovine rumen microbial communities from tropical cattle in Woodstock, Queensland, Australia - Gonzalo_04"	DOE Joint Genome Institute (JGI)	8/9/18	spades v. 3.11.1	Yes	10/8/18	"Illumina HiSeq 2500-1TB, Illumina NovaSeq"	2488214290	5354609	48.11	33.66	7425	H2	Both	-19.6574	146.8351	graeme.attwood@agresearch.co.nz	Graeme Attwood	Unrestricted	Unrestricted	Unrestricted
X3300028832	3300028832	*Microbiome	Permanent Draft	Cow gut	"Rumen microbial communities from sheep, dairy cows and beef cattle from various locations"	"Bovine rumen microbial communities from tropical cattle in Woodstock, Queensland, Australia - Gonzalo_01"	DOE Joint Genome Institute (JGI)	8/10/18	spades v. 3.11.1	Yes	10/9/18	"Illumina HiSeq 2500-1TB, Illumina NovaSeq, Illumina NovaSeq S4"	3318270658	6814247	50.92	34.61	7359	H2	Both	-19.6574	146.8351	graeme.attwood@agresearch.co.nz	Graeme Attwood	Unrestricted	Unrestricted	Unrestricted
X3300028833	3300028833	*Microbiome	Permanent Draft	Sheep gut	"Rumen microbial communities from sheep, dairy cows and beef cattle from various locations"	"Sheep rumen microbial communities from Palmerston North, Manawatu-Wanganui, New Zealand - 1742 DNA GHGhigh gp2"	DOE Joint Genome Institute (JGI)	8/10/18	spades v. 3.11.1	Yes	10/9/18	"Illumina HiSeq 2500-1TB, Illumina NovaSeq"	3705415280	7383962	41.94	30.69	7623	H2	Both	-40.3794	175.6106	graeme.attwood@agresearch.co.nz	Graeme Attwood	Unrestricted	Unrestricted	Unrestricted
X3300028805	3300028805	*Microbiome	Permanent Draft	Sheep gut	"Rumen microbial communities from sheep, dairy cows and beef cattle from various locations"	"Sheep rumen microbial communities from Palmerston North, Manawatu-Wanganui, New Zealand - 1766 DNA GHGlow gp2"	DOE Joint Genome Institute (JGI)	8/10/18	spades v. 3.11.1	Yes	10/9/18	"Illumina HiSeq 2500-1TB, Illumina NovaSeq"	3185923025	6084214	41.05	30.74	7528	H2	Both	-40.3794	175.6106	graeme.attwood@agresearch.co.nz	Graeme Attwood	Unrestricted	Unrestricted	Unrestricted
X3300028886	3300028886	*Microbiome	Permanent Draft	Cow gut	"Rumen microbial communities from sheep, dairy cows and beef cattle from various locations"	"Bovine rumen microbial communities from Lethbridge, Alberta, Canada - RJG_04"	DOE Joint Genome Institute (JGI)	8/14/18	spades v. 3.11.1	Yes	10/13/18	"Illumina HiSeq 2500-1TB, Illumina NovaSeq"	2155694303	3417970	37.53	26.12	7463	H2	Both	49.6935	-112.8418	graeme.attwood@agresearch.co.nz	Graeme Attwood	Unrestricted	Unrestricted	Unrestricted
X3300028887	3300028887	*Microbiome	Permanent Draft	Cow gut	"Rumen microbial communities from sheep, dairy cows and beef cattle from various locations"	"Bovine rumen microbial communities from tropical cattle in Woodstock, Queensland, Australia - Gonzalo_02"	DOE Joint Genome Institute (JGI)	8/14/18	spades v. 3.11.1	Yes	10/13/18	"Illumina HiSeq 2500-1TB, Illumina NovaSeq"	3065012227	6627901	48.23	34.2	7797	H2	Both	-19.6574	146.8351	graeme.attwood@agresearch.co.nz	Graeme Attwood	Unrestricted	Unrestricted	Unrestricted
X3300028888	3300028888	*Microbiome	Permanent Draft	Sheep gut	"Rumen microbial communities from sheep, dairy cows and beef cattle from various locations"	"Sheep rumen microbial communities from Palmerston North, Manawatu-Wanganui, New Zealand - 1728 DNA GHGlow gp2"	DOE Joint Genome Institute (JGI)	8/14/18	spades v. 3.11.1	Yes	10/13/18	"Illumina HiSeq 2500-1TB, Illumina NovaSeq"	3739977822	7395057	40.22	29.99	7671	H2	Both	-40.3794	175.6106	graeme.attwood@agresearch.co.nz	Graeme Attwood	Unrestricted	Unrestricted	Unrestricted
X3300028914	3300028914	*Microbiome	Permanent Draft	Cow gut	"Rumen microbial communities from sheep, dairy cows and beef cattle from various locations"	"Bovine rumen microbial communities from tropical cattle in Woodstock, Queensland, Australia - Gonzalo_03"	DOE Joint Genome Institute (JGI)	8/22/18	spades v. 3.11.1	Yes	10/21/18	"Illumina NovaSeq, Illumina HiSeq 2500-1TB"	2126034691	4638153	47.85	33.85	7081	H2	Both	-19.6574	146.8351	graeme.attwood@agresearch.co.nz	Graeme Attwood	Unrestricted	Unrestricted	Unrestricted
