Taxon	S.0	S.30	S.56	S.63	S.65	S.66	S.74	S.89	S.95	S.99	S.104	S.106	S.107	S.119	S.120	S.132	S.137	S.139	S.157	S.159	S.89.15	S.107.15	S.119.15	S.137.15
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae	0.002037671	0.008547566	0.001734973	0.011343717	0.001081081	0.001747504	0.003377988	0.013123917	0.005085361	0.006850854	0.004465918	0.000764317	0.009090516	0.016894167	0.002495928	0.001057535	0.007100224	0.003062235	0.010912143	0.001786759	0.003196375	0.00288837	0.002031031	0.005754818
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Nannocystaceae	0	0	0.000366272	0	0	0	0	0	0	0.000112309	0	0	0	0	2.63E-05	7.55E-05	0	0	0	0	0	0	6.66E-05	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__OM27	0	0	0.000578324	0	0	0	0	0	0.00036324	0.000196541	0	0	0	0	0.000157638	7.55E-05	0	0	0	0	0	1.78E-05	9.99E-05	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae	0.001724183	0.001478968	0.001580753	0.000225372	0.001975052	0.000142653	0.000577434	0.000459868	0.002542681	0.001179245	0.000211746	5.46E-05	0.001947968	0.000489686	0.002495928	0.001007176	0.001930373	9.01E-05	0.001042885	0.000123225	0.001153123	0.000624031	0.000865686	0.000669165
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NB1-j;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.63E-05	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NB1-j;f__MND4	0	0	0	0	2.08E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NB1-j;f__NB1-i	0	0	0	0	0	0	0	0	0	0	0	5.46E-05	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__PB19;f__	0	0	7.71E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33E-05	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Spirobacillales;f__	0.001123331	0.000956979	0.000443382	0.000525868	0.001143451	0.000249643	0.000288717	0.000247621	0.00072648	0.00092655	0.000423492	0.000436753	0.001341933	0.000948767	0.000840734	0.000730203	0.000976281	9.01E-05	0.000508725	3.08E-05	0.000222532	0.000499224	0.001265233	0.001672912
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;Other	0	2.17E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae	0.002063795	0.000413241	0.000424105	0.00057595	0.00014553	0.001355207	0.001385841	0.002334713	0.00108972	0.000505391	0.001000982	0.00360321	0.001818103	0.000367264	0.006331774	0.000679844	0.004260134	0.002701972	0.00330671	0.000585318	0.003985353	0.002674417	0.002164214	0.002208244
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__[Entotheonellales];f__[Entotheonellaceae]	0.001018835	0	3.86E-05	0	2.08E-05	0	8.66E-05	0	0	5.62E-05	0.000269495	2.73E-05	8.66E-05	0	0.001234827	0	0.000310635	0.00063046	0.000279799	0	0.000687827	0.000267442	0.00136512	0.000200749
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other;Other	2.61E-05	2.17E-05	0.000115665	7.51E-05	6.24E-05	0.00010699	0.000288717	0	0.00072648	5.62E-05	7.70E-05	0.00027297	0.000432882	0.000244843	0.000315275	0.000276973	0.000421576	0.000450329	0.000254362	0.000184837	0.000424835	0.001426355	0.00029966	0.000401499
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__	2.61E-05	2.17E-05	3.86E-05	0	0	0	0	0	0	0	5.77E-05	5.46E-05	0	0	0	2.52E-05	0	0	0	0	0.000283223	0	9.99E-05	6.69E-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae	0	0	0	0	4.16E-05	0	0	0	0	2.81E-05	0	0	0	0	0	0	0	0	2.54E-05	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__125ds10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.88E-05	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__211ds20	0	0	0	0	0	0	0	0	0.00036324	0	0	0	0	0	0	0	0	0	0	0	0	5.35E-05	6.66E-05	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae	0	0.000195746	0.000192775	0	0.003970894	3.57E-05	2.89E-05	0	0.00108972	0.000196541	0	0	0.000129865	0	0.000236456	0.000276973	0.000554705	9.01E-05	0	0	6.07E-05	3.57E-05	0.000199774	0.000267666
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Colwelliaceae	2.61E-05	0	1.93E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__OM60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;Other	0	0	0	0	0	0	2.89E-05	0	0	0	0	0	0	0	0	0	4.44E-05	0	0	0	2.02E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66E-05	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae	0	0	0	0	0	0	0	0	0	0	0	0	8.66E-05	0	0.000105092	0	0	0	0	0	0	5.35E-05	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae	2.61E-05	0	0	0	2.08E-05	0	0	0	0	0	1.92E-05	0	0	0	0	0	4.44E-05	0	0	0	2.02E-05	1.78E-05	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HOC36;f__	2.61E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HTCC2188;f__HTCC2089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.25E-05	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;Other	0.000182868	0.000152247	9.64E-05	0.000225372	2.08E-05	0.000142653	0.000202102	0	0	0.000140386	0.000115498	5.46E-05	0.000216441	0	0.000131365	0.000100718	6.66E-05	0	5.09E-05	0	0.000606907	0.000445736	0.000266365	0.000133833
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__	0.000600852	0.00045674	0.000134942	0.000300496	0.001975052	0.000356633	0.00051969	0.000459868	0.00108972	0.000336927	0.000230996	0.000136485	0.000173153	0.000244843	0.000761915	0.000579126	0.000909716	9.01E-05	0.000788523	0.001355473	0.000768748	0.000695348	0.000699208	0.002141328
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae	0.001645811	0.002044456	0.000578324	0.001577603	0.001268191	0.001105563	0.001414713	0.00063674	0.002179441	0.001179245	0.000596739	0.000573238	0.002857019	0.000612107	0.00341548	0.002014352	0.005480485	0.001531118	0.002060335	0.00064693	0.004046044	0.009556582	0.002930013	0.008832976
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae	0.000365736	0.000108748	0.000192775	0.000350578	0.00022869	0.000178317	5.77E-05	0.000212247	0.00036324	0.000252695	0.000115498	0.000163782	0.000735899	0.000183632	0.000131365	7.55E-05	0.000465952	0	0.000228926	6.16E-05	0.000262993	0.000160465	0.000199774	0.000334582
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33E-05	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae	0	2.17E-05	0	0	0.001517672	3.57E-05	2.89E-05	0.000106123	0	2.81E-05	0	0	0	3.06E-05	2.63E-05	0	0.000110941	0	2.54E-05	3.08E-05	0	0	0	6.69E-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae	7.84E-05	0.000369742	0.000134942	0.000250413	0.00031185	0	2.89E-05	0.000459868	0.010897203	0.000645777	3.85E-05	0.000409456	4.33E-05	0	0.000578004	5.04E-05	0.000377199	0.000720526	2.54E-05	0.000277256	0.000525986	7.13E-05	0.002230805	0.000602248
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Piscirickettsiaceae	0	0	5.78E-05	0	0	0	5.77E-05	0	0.00108972	0	0	0	0	0	0.000236456	0	0	0	0	0	8.09E-05	0	0.000133182	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.69E-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae	0.003970846	0.008917308	0.003894051	0.005433966	0.001101871	0.005634807	0.014204874	0.00286533	0.008717762	0.005475067	0.007372615	0.014276355	0.007315701	0.017567485	0.006778414	0.005942339	0.012980097	0.01269927	0.0105306	0.000308062	0.016366248	0.005081391	0.008423786	0.019673448
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae	0.002586274	0.012484232	0.003296449	0.004081735	0.042307692	0.00117689	0.000952766	0.007004139	0.008354522	0.001347709	0.001559222	0.00499536	0.013029739	0.00330538	0.00683096	0.001963993	0.020856908	0.004683419	0.058859439	6.16E-05	0.009508203	0.005081391	0.006892189	0.014387045
k__Bacteria;p__Proteobacteria;c__TA18;o__CV90;f__	0.000208992	0	0.000636157	2.50E-05	4.16E-05	0.000285307	5.77E-05	0.000424493	0.00072648	0	3.85E-05	2.73E-05	0	9.18E-05	0.000289002	0.000755382	2.22E-05	0.000450329	7.63E-05	0	0.000262993	0.000267442	0.000466138	0.000602248
k__Bacteria;p__Proteobacteria;c__TA18;o__PHOS-HD29;f__	0.000365736	6.52E-05	0.000578324	0	2.08E-05	3.57E-05	0.000202102	7.07E-05	0.00036324	0.000196541	0	0	0.000129865	0.000122421	0.000420367	0.000276973	8.88E-05	9.01E-05	0.000101745	0	6.07E-05	0.000231783	0.000199774	0.000267666
k__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae	0.00026124	8.70E-05	0.00015422	0	4.16E-05	0.000142653	0.000837279	0	0.00036324	2.81E-05	3.85E-05	0.0009281	0.000303017	0	0.000919552	0.000377691	0.00024407	0.000450329	0.000508725	0	0.001072202	0.000285271	0.001298528	6.69E-05
k__Bacteria;p__SR1;c__;o__;f__	0.00026124	0	0.00023133	0	2.08E-05	0	0	0	0	0.000168464	0	0	0	0	0	2.52E-05	0	0	0	0	0	0	6.66E-05	0
k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Spirochaetes;c__[Leptospirae];o__[Leptospirales];f__Leptospiraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.25E-05	0	0	0	0	0	0	0	0	0
k__Bacteria;p__TM6;Other;Other;Other	0	2.17E-05	7.71E-05	0	0	0	0	0	0	5.62E-05	0	0	0	0	0	0	6.66E-05	0	0	3.08E-05	0	1.78E-05	0	0
k__Bacteria;p__TM6;c__;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.44E-05	0	0	0	0	0	0	0
k__Bacteria;p__TM6;c__F38;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__TM6;c__SBRH58;o__;f__	0	0.00047849	0	0	0	3.57E-05	0	0	0	0	0	0.000109188	0.000129865	0	0.000131365	2.52E-05	0	0	0	0	6.07E-05	7.13E-05	3.33E-05	0
k__Bacteria;p__TM6;c__SJA-4;Other;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.63E-05	0	0	0	0	0	0	1.78E-05	0	0
k__Bacteria;p__TM6;c__SJA-4;o__;f__	0.000365736	0.000674236	7.71E-05	2.50E-05	0.001060291	3.57E-05	0.000288717	7.07E-05	0.00036324	0.000112309	0.000230996	0.00027297	0.000216441	0.000214238	0.000893279	0.000151076	0.00086534	0.000270197	0.00040698	0	0.000384374	0.000570542	0.000566025	0.000535332
k__Bacteria;p__TM6;c__SJA-4;o__S1198;f__	0	8.70E-05	0	0	0	0	5.77E-05	0	0	0	1.92E-05	0	4.33E-05	0	0	2.52E-05	6.66E-05	0	0	0	2.02E-05	7.13E-05	3.33E-05	0.000133833
k__Bacteria;p__TM6;c__SJA-4;o__YJF2-48;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__TM7;Other;Other;Other	0	0	0	0	0	0	0	0	0	0	1.92E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__TM7;c__;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.07E-05	0	0	0
k__Bacteria;p__TM7;c__MJK10;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__TM7;c__SC3;o__;f__	0.001123331	0.001000478	0.000346995	0.00075124	0.022993763	0.000606277	0.001183739	0.003183699	0.00108972	0.000786164	0.001251227	0.000354862	0.001558374	0.001622085	0.00063055	0.001233791	0.000110941	0.000990723	0.000279799	0.000523705	0.000667597	0.001194573	0.000998868	0.001003747
k__Bacteria;p__TM7;c__TM7-1;o__;f__	0.00026124	0.000347993	0.000115665	0.000125207	0.000935551	3.57E-05	8.66E-05	0.000707489	0.00036324	0.000112309	0.000346494	2.73E-05	0.000216441	0.000244843	0.000315275	0.000201435	4.44E-05	9.01E-05	0.000152617	3.08E-05	0.000202302	0.000427907	0.000399547	6.69E-05
k__Bacteria;p__TM7;c__TM7-3;Other;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__TM7;c__TM7-3;o__;f__	0	0	3.86E-05	0	2.08E-05	0	0	0	0	5.62E-05	1.92E-05	0	0	0	0	0	0	0	0	0	0	0	0	6.69E-05
k__Bacteria;p__TM7;c__TM7-3;o__EW055;f__	0	0	0	0	4.16E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__TM7;c__TM7-3;o__I025;f__	0	2.17E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Tenericutes;c__Mollicutes;Other;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales;f__Anaeroplasmataceae	0	2.17E-05	0.00015422	0	0	0	8.66E-05	0	0.002905921	5.62E-05	0.000577489	2.73E-05	4.33E-05	0	0	0.001133073	0	0.000360263	0	0	0.000262993	5.35E-05	0.001298528	6.69E-05
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Entomoplasmatales;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	9.18E-05	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Verrucomicrobia;Other;Other;Other	0.000182868	4.35E-05	0.00038555	0	0.00014553	0.00042796	0.000115487	3.54E-05	0	8.42E-05	5.77E-05	0.000136485	8.66E-05	3.06E-05	0.000420367	0.000125897	2.22E-05	0	5.09E-05	3.08E-05	0.000121381	0.001016278	0.000332956	0.000200749
k__Bacteria;p__Verrucomicrobia;c__;o__;f__	2.61E-05	0	3.86E-05	0	0	0	0	0	0	0	0	0	0	0	2.63E-05	0	0	0	2.54E-05	0	0	1.78E-05	3.33E-05	0
k__Bacteria;p__Verrucomicrobia;c__Opitutae;Other;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33E-05	0
k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales;f__Opitutaceae	0.001776431	0.006590108	0.006573621	0	0.002349272	0.005456491	0.002627324	0.001662599	0.004358881	0.001179245	0.000307994	0.002838893	0.003160036	0.002754484	0.003284115	0.004507113	0.004016064	0.004503287	0.006918655	0	0.003337986	0.017526343	0.006725711	0.017866702
k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__[Cerasicoccales];f__[Cerasicoccaceae]	0	0	0	0	0	0	0	0	0	0	0	0	0.000129865	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Verrucomicrobia;c__Verruco-5;o__LD1-PB3;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.25E-05	0	0	0	0	0	0	1.78E-05	0	0
k__Bacteria;p__Verrucomicrobia;c__Verruco-5;o__WCHB1-41;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae	7.84E-05	0.000152247	0.003392836	2.50E-05	0.002723493	0	0.000115487	7.07E-05	0.00036324	0.000393082	0.000173247	0.000354862	4.33E-05	0	0.001050917	0.000226615	0.000421576	0	0.000279799	0	0.000445065	0.000445736	0.001897849	0.000133833
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae];o__Methylacidiphilales;f__	0	0	3.86E-05	0	0	0	2.89E-05	0	0	0	0	5.46E-05	0	0	0.000131365	0	0.000110941	9.01E-05	0.000127181	0	0.000222532	0.000196124	3.33E-05	0.004282655
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae];o__Methylacidiphilales;f__LD19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae];o__Methylacidiphilales;f__Methylacidiphilaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae];o__S-BQ2-57;f__	2.61E-05	4.35E-05	3.86E-05	0	0	0.00010699	0.000202102	0	0	2.81E-05	0	5.46E-05	0.000303017	0	0.000972098	0	6.66E-05	0	0	0	0.000343914	0.000766666	0.00029966	0.000468415
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];Other	0.000156744	0.000195746	0.000212052	0	4.16E-05	7.13E-05	0.000461947	0.000353744	0.00108972	8.42E-05	3.85E-05	5.46E-05	0.000303017	3.06E-05	0.001182282	0.000453229	0.000776587	9.01E-05	0.000941141	0	0.000627137	0.001194573	0.000366252	0.002208244
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];f__	0.001593563	0.00141372	0.003065119	2.50E-05	0.0004158	0.000499287	0.001414713	0.002688457	0.003632401	0.001151168	0.000866234	0.000655129	0.003592918	9.18E-05	0.009747254	0.00211507	0.003106348	0.001531118	0.004069797	3.08E-05	0.004410188	0.006543406	0.003962176	0.004751071
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];f__Ellin515	0.001253951	0.001196224	0.000289162	5.01E-05	0.00016632	0.000178317	0.00135697	0.001025859	0.00036324	0.000589623	0.000596739	0.000436753	0.003030172	0	0.004518943	0.002366864	0.002640396	0.002431775	0.001627919	0	0.00370213	0.003672865	0.003163082	0.003412741
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];f__Ellin517	0.000731472	0.000739484	0.001156649	0	0.002120582	0	0.001299226	0.000565991	0.001816201	0.000786164	0.000153997	0.000191079	0.000649323	0	0.001445011	0.001435226	0.000510329	9.01E-05	0.000228926	0	0.00188141	0.000873643	0.003096491	0.000869914
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];f__OPB35	0	4.35E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.63E-05	0	6.66E-05	0	0	0	0	0	0	6.69E-05
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];f__R4-41B	0	0.000152247	0.00015422	0	0	0	0	0	0.00108972	0	0	0	0.000129865	0	0.000972098	0	0.000110941	0	2.54E-05	0	2.02E-05	0.000196124	6.66E-05	0.000200749
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];f__[Pedosphaeraceae]	0	0	9.64E-05	0	4.16E-05	3.57E-05	0.000144358	0.000106123	0	2.81E-05	0	0.000163782	4.33E-05	0	0.000420367	5.04E-05	6.66E-05	0	2.54E-05	0	0.000404604	0.001515503	6.66E-05	0.000200749
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];f__auto67_4W	5.22E-05	0.000173996	0.000713267	0	0.00012474	0.00010699	0.00051969	7.07E-05	0.00072648	0	9.62E-05	0.000136485	0.000909052	0	0.003179024	0.000226615	0.000843152	0.000270197	2.54E-05	0	0.003479598	0.019915488	0.001032164	0.003680407
k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria];o__[Chthoniobacterales];Other	2.61E-05	0	0.000134942	2.50E-05	0	7.13E-05	8.66E-05	0	0	0.000196541	0.000173247	2.73E-05	0	3.06E-05	0	0.000125897	0	0.000180131	2.54E-05	0	2.02E-05	5.35E-05	6.66E-05	0
k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria];o__[Chthoniobacterales];f__[Chthoniobacteraceae]	0.156952898	0.042172343	0.125592783	0.063429659	0.015405405	0.169472183	0.129576164	0.052424918	0.062114057	0.102734726	0.110800978	0.153218322	0.125102809	0.057201445	0.15711208	0.107641949	0.054937984	0.093398181	0.089001374	0.039585965	0.155772693	0.119421613	0.12685623	0.094218415
k__Bacteria;p__WPS-2;c__;o__;f__	0.031035294	0.018073861	0.001002429	0.067235939	0.004178794	0.032952924	0.042903338	0.014715766	0.003269161	0.008928571	0.021001367	0.038516133	0.030994329	0.086919263	0.001550102	0.014931386	0.01577581	0.047104386	0.036653609	0.062505776	0.016184176	0.006044181	0.006059799	0.02609743
k__Bacteria;p__WS2;c__SHA-109;o__;f__	0	0	0.000134942	0	0	0	0	0	0	0	0	0	0	0	5.25E-05	0	2.22E-05	0	0	0	2.02E-05	1.78E-05	6.66E-05	0
k__Bacteria;p__WS3;c__PRR-12;o__LD1-PA13;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000683096	0	0	0	0	0	0	0	0	0
k__Bacteria;p__WS3;c__PRR-12;o__Sediment-1;f__	0	0	0	0	0	0	0	0	0.00036324	0	0	0	0	0	0.000551731	0	0	0	0	0	4.05E-05	0.000106977	6.66E-05	0
k__Bacteria;p__WS3;c__PRR-12;o__Sediment-1;f__CV106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__WS3;c__PRR-12;o__Sediment-1;f__PRR-10	0	0	9.64E-05	0	0	0	5.77E-05	7.07E-05	0.001816201	2.81E-05	5.77E-05	0	0.001904679	0	0.004545216	0	4.44E-05	0.000270197	7.63E-05	0	0.000445065	0.001230232	0.00166478	0
k__Bacteria;p__WS3;c__PRR-12;o__wb1_H11;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000131365	0	0	0	0	0	0	3.57E-05	0	0
k__Bacteria;p__WS5;c__;o__;f__	0	0	0	0	4.16E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__ZB3;c__BS119;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales;f__Deinococcaceae	0.000208992	0.00091348	0.000250607	0.000976611	6.24E-05	3.57E-05	5.77E-05	0.000389119	0	0.000842318	0.000192496	0.000109188	0.000216441	0.001499663	0.000472913	0.000151076	0.001065034	0.000270197	0.000356107	0.000770155	4.05E-05	0.000106977	9.99E-05	0.000133833
k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales;f__Trueperaceae	0	0	3.86E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__[Thermi];c__Deinococci;o__Thermales;f__Thermaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
