Taxon	S.0	S.30	S.56	S.63	S.65	S.66	S.74	S.89	S.95	S.99	S.104	S.106	S.107	S.119	S.120	S.132	S.137	S.139	S.157	S.159	S.89.15	S.107.15	S.119.15	S.137.15	S.0.2015	S.30.2015	S.56.2015	S.63.2015	S.65.2015	S.66.2015	S.74.2015	S.95.2015	S.99.2015	S.104.2015	S.106.2015	S.120.2015	S.132.2015	S.139.2015	S.157.2015	S.159.2015			
k__Bacteria;p__TM6;c__SJA-4;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.63E-05	0	0	0	0	0	0	1.78E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89E-05	0			
k__Bacteria;p__TM6;c__SJA-4;o__	0.000365736	0.000674236	7.71E-05	2.50E-05	0.001060291	3.57E-05	0.000288717	7.07E-05	0.00036324	0.000112309	0.000230996	0.00027297	0.000216441	0.000214238	0.000893279	0.000151076	0.00086534	0.000270197	0.00040698	0	0.000384374	0.000570542	0.000566025	0.000535332	0.000423953	0.001559239	0.000578285	0.000293686	0.001022393	0.000378136	0.000225903	0.000611538	0.000272678	0.000203431	0.000194515	0.000683739	0.000598308	0.000471322	0.000302315	0.000751366			
k__Bacteria;p__TM6;c__SJA-4;o__S1198	0	8.70E-05	0	0	0	0	5.77E-05	0	0	0	1.92E-05	0	4.33E-05	0	0	2.52E-05	6.66E-05	0	0	0	2.02E-05	7.13E-05	3.33E-05	0.000133833	2.65E-05	7.20E-05	0	9.18E-05	0	0	7.06E-05	3.40E-05	2.27E-05	0	0	6.22E-05	0.000113963	3.63E-05	0	6.83E-05			
k__Bacteria;p__TM6;c__SJA-4;o__YJF2-48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40E-05	0	0	0	3.78E-05	0	0	0	0	0	0	0	0	0	0			
k__Bacteria;p__TM7;Other;Other	0	0	0	0	0	0	0	0	0	0	1.92E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
k__Bacteria;p__TM7;c__;o__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.07E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
k__Bacteria;p__TM7;c__MJK10;o__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
k__Bacteria;p__TM7;c__SC3;o__	0.001123331	0.001000478	0.000346995	0.00075124	0.022993763	0.000606277	0.001183739	0.003183699	0.00108972	0.000786164	0.001251227	0.000354862	0.001558374	0.001622085	0.00063055	0.001233791	0.000110941	0.000990723	0.000279799	0.000523705	0.000667597	0.001194573	0.000998868	0.001003747	0.001245363	0.000671672	0.001590285	0.001303231	0.011620368	0.001002061	0.001411891	0.001053204	0.002363207	0.00162745	0.001750632	0.000683739	0.000797744	0.000543833	0.000869154	0.000512295			
k__Bacteria;p__TM7;c__TM7-1;o__	0.00026124	0.000347993	0.000115665	0.000125207	0.000935551	3.57E-05	8.66E-05	0.000707489	0.00036324	0.000112309	0.000346494	2.73E-05	0.000216441	0.000244843	0.000315275	0.000201435	4.44E-05	9.01E-05	0.000152617	3.08E-05	0.000202302	0.000427907	0.000399547	6.69E-05	0	0.000215895	0	0.000110132	0.000448855	0.000170161	1.41E-05	0	0.000295401	0	0.000194515	0	0	7.25E-05	3.78E-05	3.42E-05			
k__Bacteria;p__TM7;c__TM7-3;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
k__Bacteria;p__TM7;c__TM7-3;o__	0	0	3.86E-05	0	2.08E-05	0	0	0	0	5.62E-05	1.92E-05	0	0	0	0	0	0	0	0	0	0	0	0	6.69E-05	0	0	0	1.84E-05	0	0	0	0	0	0	0	0	0	0	0	0			
k__Bacteria;p__TM7;c__TM7-3;o__EW055	0	0	0	0	4.16E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.41E-05	0	0	0	0	0	0	0	0	0			
k__Bacteria;p__TM7;c__TM7-3;o__I025	0	2.17E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
k__Bacteria;p__Tenericutes;c__Mollicutes;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
k__Bacteria;p__Tenericutes;c__Mollicutes;o__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales	0	2.17E-05	0.00015422	0	0	0	8.66E-05	0	0.002905921	5.62E-05	0.000577489	2.73E-05	4.33E-05	0	0	0.001133073	0	0.000360263	0	0	0.000262993	5.35E-05	0.001298528	6.69E-05	0.000423953	0	0	0	0	0.000718459	0.000423567	0.000339743	0.003067624	0.000406862	0.000389029	0.000870214	0.000598308	0.002392865	0	3.42E-05			
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Entomoplasmatales	0	0	0	0	0	0	0	0	0	0	0	0	0	9.18E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000289143	0	0	0	0	0	0	0	0	0	0	0	0	0			
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.82E-05	0	0	0	0	0	0	0	0	0			
k__Bacteria;p__Verrucomicrobia;Other;Other	0.000182868	4.35E-05	0.00038555	0	0.00014553	0.00042796	0.000115487	3.54E-05	0	8.42E-05	5.77E-05	0.000136485	8.66E-05	3.06E-05	0.000420367	0.000125897	2.22E-05	0	5.09E-05	3.08E-05	0.000121381	0.001016278	0.000332956	0.000200749	0.000476948	9.60E-05	0.000289143	1.84E-05	0.001172011	0.000302509	0.000395329	0.000305769	0.000227231	0.000271242	9.73E-05	0.000372949	0.000598308	0.000108767	7.56E-05	0.000136612			
k__Bacteria;p__Verrucomicrobia;c__;o__	2.61E-05	0	3.86E-05	0	0	0	0	0	0	0	0	0	0	0	2.63E-05	0	0	0	2.54E-05	0	0	1.78E-05	3.33E-05	0	7.95E-05	0	0	0	0	3.78E-05	2.82E-05	0	0	0	0	0	5.70E-05	0	1.89E-05	0			
k__Bacteria;p__Verrucomicrobia;c__Opitutae;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000144571	0	0	0	0	0	0	0	0	0	0	0	0	0			
k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33E-05	0	7.95E-05	0	0	0	0	0	0	0	0	0	0	0.000186474	5.70E-05	0	0	0			
k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales	0.001776431	0.006590108	0.006573621	0	0.002349272	0.005456491	0.002627324	0.001662599	0.004358881	0.001179245	0.000307994	0.002838893	0.003160036	0.002754484	0.003284115	0.004507113	0.004016064	0.004503287	0.006918655	0	0.003337986	0.017526343	0.006725711	0.017866702	0.005537891	0.003022525	0.017782276	0.00051395	0.004538427	0.004896863	0.006042893	0.005571788	0.003703872	0.003933003	0.003549893	0.005469915	0.007179692	0.007432383	0.004440246	0.009460383			
k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__[Cerasicoccales]	0	0	0	0	0	0	0	0	0	0	0	0	0.000129865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.67E-05	0	0	0	0	0	6.22E-05	0	0	0	0.000273224			
k__Bacteria;p__Verrucomicrobia;c__Verruco-5;o__LD1-PB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.25E-05	0	0	0	0	0	0	1.78E-05	0	0	2.65E-05	0	0	0	0	1.89E-05	4.24E-05	0	0	0	0	6.22E-05	0	0	0	0			
k__Bacteria;p__Verrucomicrobia;c__Verruco-5;o__WCHB1-41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89E-05	0	0	0	0	0	6.22E-05	0	0	0	0			
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales	7.84E-05	0.000152247	0.003392836	2.50E-05	0.002723493	0	0.000115487	7.07E-05	0.00036324	0.000393082	0.000173247	0.000354862	4.33E-05	0	0.001050917	0.000226615	0.000421576	0	0.000279799	0	0.000445065	0.000445736	0.001897849	0.000133833	0.001192369	0.000911555	0.002891427	3.67E-05	0.000498728	0.000926434	0.000861253	0.000781409	0.000409017	0.000203431	0.000340401	0.001305321	0.002222286	0.000108767	5.67E-05	0.000102459			
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae];o__Methylacidiphilales	0	0	3.86E-05	0	0	0	2.89E-05	0	0	0	0	5.46E-05	0	0	0.000131365	0	0.000110941	9.01E-05	0.000127181	0	0.000222532	0.000196124	3.33E-05	0.004282655	0.000264971	0	0.002457713	3.67E-05	0	0.00041595	0.000197665	0.000781409	9.09E-05	0.000271242	0.000389029	0.000186474	0.000484344	0.000688855	0.000245631	0.006045082			
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae];o__S-BQ2-57	2.61E-05	4.35E-05	3.86E-05	0	0	0.00010699	0.000202102	0	0	2.81E-05	0	5.46E-05	0.000303017	0	0.000972098	0	6.66E-05	0	0	0	0.000343914	0.000766666	0.00029966	0.000468415	0.001351351	9.60E-05	0.00534914	3.67E-05	0	0.000207975	0.001440129	0.004144866	0.000136339	0.000203431	0.000486287	0.00298359	0.00170945	3.63E-05	0.000132263	0.000853825			
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales]	0.003787978	0.003914916	0.005686857	7.51E-05	0.002910603	0.000891583	0.005196905	0.004810924	0.008717762	0.002639263	0.001751718	0.001637823	0.008657634	0.000122421	0.021491251	0.006647362	0.008120881	0.004413222	0.006944091	3.08E-05	0.014525298	0.033911602	0.011753346	0.015390792	0.013142554	0.017079665	0.042359404	0.004790749	0.02745499	0.014180106	0.012226976	0.018414079	0.009634612	0.006238557	0.004960124	0.019517653	0.016182797	0.010550359	0.002815305	0.014446721			
k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria];o__[Chthoniobacterales]	0.156979022	0.042172343	0.125727725	0.0634547	0.015405405	0.169543509	0.129662779	0.052424918	0.062114057	0.102931267	0.110974225	0.153245619	0.125102809	0.05723205	0.15711208	0.107767846	0.054937984	0.093578312	0.08902681	0.039585965	0.155792923	0.119475101	0.126922821	0.094218415	0.251616322	0.081368292	0.199219315	0.14976138	0.006658022	0.205290125	0.223968261	0.223007406	0.101822396	0.154946769	0.159161642	0.161859771	0.260634206	0.107896454	0.097855456	0.089754098			
k__Bacteria;p__WPS-2;c__;o__	0.031035294	0.018073861	0.001002429	0.067235939	0.004178794	0.032952924	0.042903338	0.014715766	0.003269161	0.008928571	0.021001367	0.038516133	0.030994329	0.086919263	0.001550102	0.014931386	0.01577581	0.047104386	0.036653609	0.062505776	0.016184176	0.006044181	0.006059799	0.02609743	0.001298357	0.04512198	0.010119994	0.056662996	0.00493741	0.006050179	0.007497141	0.008765373	0.003772041	0.027124161	0.047899241	0.002051218	0.001965868	0.048763686	0.039055267	0.027219945			
k__Bacteria;p__WS2;c__SHA-109;o__	0	0	0.000134942	0	0	0	0	0	0	0	0	0	0	0	5.25E-05	0	2.22E-05	0	0	0	2.02E-05	1.78E-05	6.66E-05	0	0.000291468	0	0.000144571	0	0	0.000189068	9.88E-05	0.000101923	0	0	0	0.000248633	0.000313399	0	0	0			
k__Bacteria;p__WS3;c__PRR-12;o__LD1-PA13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000683096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.67E-05	0	0	0	0	0	0	0	0	0	0			
k__Bacteria;p__WS3;c__PRR-12;o__Sediment-1	0	0	9.64E-05	0	0	0	5.77E-05	7.07E-05	0.002179441	2.81E-05	5.77E-05	0	0.001904679	0	0.005096947	0	4.44E-05	0.000270197	7.63E-05	0	0.000485525	0.001337208	0.001731371	0	0.001748808	2.40E-05	0.000578285	0	0	0.000926434	0.000875372	0.001358973	0.000545355	0	0	0.00167827	0.00068378	3.63E-05	0	6.83E-05			
k__Bacteria;p__WS3;c__PRR-12;o__wb1_H11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000131365	0	0	0	0	0	0	3.57E-05	0	0	2.65E-05	0	0	0	0	3.78E-05	0	6.79E-05	0	0	0	6.22E-05	0	0	0	0			
k__Bacteria;p__WS5;c__;o__	0	0	0	0	4.16E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
k__Bacteria;p__ZB3;c__BS119;o__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.65E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales	0.000208992	0.00091348	0.000289162	0.000976611	6.24E-05	3.57E-05	5.77E-05	0.000389119	0	0.000842318	0.000192496	0.000109188	0.000216441	0.001499663	0.000472913	0.000151076	0.001065034	0.000270197	0.000356107	0.000770155	4.05E-05	0.000106977	9.99E-05	0.000133833	2.65E-05	0.000119941	0	0.000201909	0.000847838	3.78E-05	1.41E-05	0.000101923	0.000204508	0.000203431	0	0	0	0	1.89E-05	0			
k__Bacteria;p__[Thermi];c__Deinococci;o__Thermales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
